OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
12,CC,Multiplier[5],585,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,71,priority operation; 813 referencing abilities; 585 non-zero rows; multiplier-array noise.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","585 non-zero observation(s) across 586 component row(s); example component ids: 10023, 1022, 1023, 10723, 1099, 11020, 11023, 11030, 11114, 11126, 11153, 11177. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
12,CC,Multiplier[6],585,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,71,priority operation; 813 referencing abilities; 585 non-zero rows; multiplier-array noise.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","585 non-zero observation(s) across 586 component row(s); example component ids: 10023, 1022, 1023, 10723, 1099, 11020, 11023, 11030, 11114, 11126, 11153, 11177. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
12,CC,Multiplier[7],585,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,71,priority operation; 813 referencing abilities; 585 non-zero rows; multiplier-array noise.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","585 non-zero observation(s) across 586 component row(s); example component ids: 10023, 1022, 1023, 10723, 1099, 11020, 11023, 11030, 11114, 11126, 11153, 11177. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
12,CC,ExtData[0].Val1,460,2,"1, 2",(none),CC ext-data branch selector for the slot-local control payload.,Structural,High,162,priority operation; 813 referencing abilities; 460 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","460 non-zero observation(s) across 586 component row(s); example component ids: 10023, 1023, 1099, 11020, 11023, 11030, 11114, 11126, 11153, 11177, 11249, 11378. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 0. This low-cardinality field splits the dominant CC payload branches and tracks closely with the neighboring Val2, Val3, and Val7 fields. Dominant raw values: 2 x420, 1 x40. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[0].Val2,457,14,"1, 10, 14, 15, 16, 2, 27, 4, 6, 64, 67, 72",(none),CC ext-data operation-type code for the slot-local control payload.,Structural,Critical,185,priority operation; 813 referencing abilities; 457 non-zero rows; 14 distinct values; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","457 non-zero observation(s) across 586 component row(s); example component ids: 10023, 1023, 1099, 11020, 11023, 11030, 11114, 11126, 11153, 11177, 11249, 11378. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 0. This field consistently holds a ComponentOperation-family type code across extracted client BIN data. Values in the known range map to ComponentOperation names; values above the known range are undocumented operation types. Dominant raw values: 2 x304, 15 x74, 27 x22, 88 x20, 6 x12, 9 x6. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[0].Val3,460,4,"1, 4, 5, 6",(none),CC ext-data profile selector for the slot-local control payload.,Structural,High,166,priority operation; 813 referencing abilities; 460 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","460 non-zero observation(s) across 586 component row(s); example component ids: 10023, 1023, 1099, 11020, 11023, 11030, 11114, 11126, 11153, 11177, 11249, 11378. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 0. This compact enum-like field behaves like the main profile selector inside the recurring CC ext-data block. Dominant raw values: 1 x369, 6 x82, 4 x6, 5 x3. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[0].Val4,460,2,"8, 9",(none),CC ext-data family marker for the slot-local control payload.,Structural,High,162,priority operation; 813 referencing abilities; 460 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","460 non-zero observation(s) across 586 component row(s); example component ids: 10023, 1023, 1099, 11020, 11023, 11030, 11114, 11126, 11153, 11177, 11249, 11378. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 0. This field is almost fixed at 8 with a minority 9 variant, so it behaves like a layout-family tag rather than a free scalar. Dominant raw values: 8 x439, 9 x21. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[0].Val5,6,3,"1, 5, 8",(none),CC ext-data auxiliary selector for minority slot-local control branches.,Structural,High,141,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","6 non-zero observation(s) across 586 component row(s); example component ids: 14100, 14110, 14111, 14974, 25113, 25179. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 0. This low-cardinality field only appears in minority CC ext-data branches and behaves more like an auxiliary selector or modifier than a wide scalar. Dominant raw values: 5 x3, 8 x2, 1 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[0].Val6,26,14,"100, 1016, 1104, 21, 23533, 24651, 4006, 4045, 4155, 4191, 5468, 6400",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","26 non-zero observation(s) across 586 component row(s); example component ids: 1099, 12375, 14124, 1456, 14974, 16774, 16775, 16776, 16777, 16778, 16894, 17005. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 2 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9092, 9096."
12,CC,ExtData[0].Val7,354,11,"1, 101, 14741, 15, 167, 2, 20, 201, 25, 26540, 50",(none),CC ext-data payload-B field for the slot-local control payload.,Structural,Critical,174,priority operation; 813 referencing abilities; 354 non-zero rows; 11 distinct values; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","354 non-zero observation(s) across 586 component row(s); example component ids: 10023, 1023, 1099, 11020, 11023, 11030, 11114, 11126, 11153, 11177, 11249, 11378. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 0. This field behaves like the second profile-specific payload slot and carries the widest scalar-looking values in the recurring CC ext-data block. Dominant raw values: 1 x333, 2 x10, 20 x2, 50 x2, 101 x1, 14741 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[0].Val8,3,1,1,(none),CC ext-data sparse tail payload field for minority slot-local control branches.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","3 non-zero observation(s) across 586 component row(s); example component ids: 14100, 14110, 14111. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 0. This field only appears in minority CC ext-data branches after the main Val7 payload and behaves like an auxiliary tail parameter. Dominant raw values: 1 x3. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[0].Val9,111,1,1,(none),CC ext-data slot-presence marker for minority slot-local control branches.,Structural,High,142,priority operation; 813 referencing abilities; 111 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","111 non-zero observation(s) across 586 component row(s); example component ids: 1099, 12375, 13165, 13168, 13340, 13364, 13601, 13612, 13620, 13623, 13637, 13643. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 0. This field is almost always fixed at 1 when present, so it behaves like a branch marker or enabled-flag rather than a free scalar. Dominant raw values: 1 x111. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[1].Val1,202,2,"1, 2",(none),CC ext-data branch selector for the slot-local control payload.,Structural,High,149,priority operation; 813 referencing abilities; 202 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","202 non-zero observation(s) across 586 component row(s); example component ids: 1099, 11020, 11023, 11114, 11126, 11249, 11378, 11414, 11543, 11573, 11576, 11635. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 1. This low-cardinality field splits the dominant CC payload branches and tracks closely with the neighboring Val2, Val3, and Val7 fields. Dominant raw values: 2 x144, 1 x58. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[1].Val2,200,18,"1, 10, 11, 14, 15, 2, 28, 3, 33, 4, 59, 6",(none),CC ext-data operation-type code for the slot-local control payload.,Structural,Critical,181,priority operation; 813 referencing abilities; 200 non-zero rows; 18 distinct values; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","200 non-zero observation(s) across 586 component row(s); example component ids: 1099, 11020, 11023, 11114, 11126, 11249, 11378, 11414, 11543, 11573, 11576, 11635. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 1. This field consistently holds a ComponentOperation-family type code across extracted client BIN data. Values in the known range map to ComponentOperation names; values above the known range are undocumented operation types. Dominant raw values: 2 x64, 10 x29, 6 x29, 88 x20, 15 x15, 3 x14. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[1].Val3,202,4,"1, 4, 5, 6",(none),CC ext-data profile selector for the slot-local control payload.,Structural,High,153,priority operation; 813 referencing abilities; 202 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","202 non-zero observation(s) across 586 component row(s); example component ids: 1099, 11020, 11023, 11114, 11126, 11249, 11378, 11414, 11543, 11573, 11576, 11635. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 1. This compact enum-like field behaves like the main profile selector inside the recurring CC ext-data block. Dominant raw values: 1 x164, 5 x19, 4 x13, 6 x6. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[1].Val4,202,1,8,(none),CC ext-data family marker for the slot-local control payload.,Structural,High,147,priority operation; 813 referencing abilities; 202 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","202 non-zero observation(s) across 586 component row(s); example component ids: 1099, 11020, 11023, 11114, 11126, 11249, 11378, 11414, 11543, 11573, 11576, 11635. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 1. This field is almost fixed at 8 with a minority 9 variant, so it behaves like a layout-family tag rather than a free scalar. Dominant raw values: 8 x202. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[1].Val5,15,2,"3, 5",(none),CC ext-data auxiliary selector for minority slot-local control branches.,Structural,High,139,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","15 non-zero observation(s) across 586 component row(s); example component ids: 11573, 11576, 12342, 12343, 12344, 12345, 12346, 1237, 1238, 1348, 14100, 14110. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 1. This low-cardinality field only appears in minority CC ext-data branches and behaves more like an auxiliary selector or modifier than a wide scalar. Dominant raw values: 3 x12, 5 x3. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[1].Val6,85,27,"100, 1001, 1003, 1016, 109, 1163, 179, 191, 2, 21, 23562, 24531",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","85 non-zero observation(s) across 586 component row(s); example component ids: 1099, 11020, 11023, 11114, 11126, 11249, 11378, 11414, 11543, 11573, 11576, 11635. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 6 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9092, 9093, 9094, 9095, 9096, 9135."
12,CC,ExtData[1].Val7,169,19,"1, 100, 168, 20, 200, 201, 2101, 24, 25, 3, 30, 33",(none),CC ext-data payload-B field for the slot-local control payload.,Structural,Critical,181,priority operation; 813 referencing abilities; 169 non-zero rows; 19 distinct values; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","169 non-zero observation(s) across 586 component row(s); example component ids: 1099, 11020, 11023, 11114, 11249, 11378, 11414, 11573, 11576, 1194, 1196, 12343. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 1. This field behaves like the second profile-specific payload slot and carries the widest scalar-looking values in the recurring CC ext-data block. Dominant raw values: 1 x128, 3 x10, 100 x4, 200 x4, 50 x4, 25 x3. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[1].Val8,13,5,"1, 150, 25, 34, 5",(none),CC ext-data sparse tail payload field for minority slot-local control branches.,Structural,High,145,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","13 non-zero observation(s) across 586 component row(s); example component ids: 13340, 1348, 14100, 14110, 14111, 14367, 23596, 23670, 26756, 4857, 4858, 5795. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 1. This field only appears in minority CC ext-data branches after the main Val7 payload and behaves like an auxiliary tail parameter. Dominant raw values: 1 x9, 150 x1, 25 x1, 34 x1, 5 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[1].Val9,72,1,1,(none),CC ext-data slot-presence marker for minority slot-local control branches.,Structural,High,140,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","72 non-zero observation(s) across 586 component row(s); example component ids: 11020, 11023, 11126, 11249, 11378, 11414, 11543, 11635, 1194, 1196, 13007, 13168. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 1. This field is almost always fixed at 1 when present, so it behaves like a branch marker or enabled-flag rather than a free scalar. Dominant raw values: 1 x72. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[2].Val1,51,2,"1, 2",(none),CC ext-data branch selector for the slot-local control payload.,Structural,High,141,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","51 non-zero observation(s) across 586 component row(s); example component ids: 11114, 11543, 11573, 12250, 12342, 12343, 12344, 12345, 1237, 14100, 14110, 14111. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 2. This low-cardinality field splits the dominant CC payload branches and tracks closely with the neighboring Val2, Val3, and Val7 fields. Dominant raw values: 2 x32, 1 x19. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[2].Val2,51,8,"1, 10, 15, 3, 4, 55, 6, 9",(none),CC ext-data operation-type code for the slot-local control payload.,Structural,High,153,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","51 non-zero observation(s) across 586 component row(s); example component ids: 11114, 11543, 11573, 12250, 12342, 12343, 12344, 12345, 1237, 14100, 14110, 14111. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 2. This field consistently holds a ComponentOperation-family type code across extracted client BIN data. Values in the known range map to ComponentOperation names; values above the known range are undocumented operation types. Dominant raw values: 15 x22, 6 x11, 3 x9, 9 x4, 10 x2, 1 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[2].Val3,51,4,"1, 4, 5, 6",(none),CC ext-data profile selector for the slot-local control payload.,Structural,High,145,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","51 non-zero observation(s) across 586 component row(s); example component ids: 11114, 11543, 11573, 12250, 12342, 12343, 12344, 12345, 1237, 14100, 14110, 14111. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 2. This compact enum-like field behaves like the main profile selector inside the recurring CC ext-data block. Dominant raw values: 1 x36, 4 x13, 5 x1, 6 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[2].Val4,51,1,8,(none),CC ext-data family marker for the slot-local control payload.,Structural,High,139,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","51 non-zero observation(s) across 586 component row(s); example component ids: 11114, 11543, 11573, 12250, 12342, 12343, 12344, 12345, 1237, 14100, 14110, 14111. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 2. This field is almost fixed at 8 with a minority 9 variant, so it behaves like a layout-family tag rather than a free scalar. Dominant raw values: 8 x51. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[2].Val5,6,1,3,(none),CC ext-data auxiliary selector for minority slot-local control branches.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","6 non-zero observation(s) across 586 component row(s); example component ids: 11573, 12342, 12343, 12344, 12345, 1237. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 2. This low-cardinality field only appears in minority CC ext-data branches and behaves more like an auxiliary selector or modifier than a wide scalar. Dominant raw values: 3 x6. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[2].Val6,26,8,"100, 1163, 17524, 21, 4157, 445, 52, 9129",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","26 non-zero observation(s) across 586 component row(s); example component ids: 11114, 11543, 11573, 12250, 12342, 12343, 12344, 12345, 1237, 14100, 14110, 14111. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 1 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9129."
12,CC,ExtData[2].Val7,39,13,"1, 10, 100, 20, 25, 29, 350, 40, 49, 59, 74, 89",(none),CC ext-data payload-B field for the slot-local control payload.,Structural,High,162,priority operation; 813 referencing abilities; 13 distinct values; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","39 non-zero observation(s) across 586 component row(s); example component ids: 11114, 11573, 12342, 12343, 12344, 12345, 1237, 14100, 14110, 14111, 16612, 16777. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 2. This field behaves like the second profile-specific payload slot and carries the widest scalar-looking values in the recurring CC ext-data block. Dominant raw values: 1 x25, 74 x2, 99 x2, 10 x1, 100 x1, 20 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[2].Val8,1,1,1,(none),CC ext-data sparse tail payload field for minority slot-local control branches.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun",1 non-zero observation(s) across 586 component row(s); example component ids: 5172. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 2. This field only appears in minority CC ext-data branches after the main Val7 payload and behaves like an auxiliary tail parameter. Dominant raw values: 1 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters.
12,CC,ExtData[2].Val9,30,1,1,(none),CC ext-data slot-presence marker for minority slot-local control branches.,Structural,High,138,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","30 non-zero observation(s) across 586 component row(s); example component ids: 11114, 11543, 16612, 16656, 16763, 16894, 20262, 20263, 21001, 21002, 21003, 21004. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 2. This field is almost always fixed at 1 when present, so it behaves like a branch marker or enabled-flag rather than a free scalar. Dominant raw values: 1 x30. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[3].Val1,25,2,"1, 2",(none),CC ext-data branch selector for the slot-local control payload.,Structural,High,140,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","25 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778, 20262, 20263, 21001, 21002, 21003, 21004, 21005. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 3. This low-cardinality field splits the dominant CC payload branches and tracks closely with the neighboring Val2, Val3, and Val7 fields. Dominant raw values: 2 x20, 1 x5. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[3].Val2,25,2,"2, 6",(none),CC ext-data operation-type code for the slot-local control payload.,Structural,High,140,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","25 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778, 20262, 20263, 21001, 21002, 21003, 21004, 21005. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 3. This field consistently holds a ComponentOperation-family type code across extracted client BIN data. Values in the known range map to ComponentOperation names; values above the known range are undocumented operation types. Dominant raw values: 2 x20, 6 x5. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[3].Val3,25,1,1,(none),CC ext-data profile selector for the slot-local control payload.,Structural,High,138,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","25 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778, 20262, 20263, 21001, 21002, 21003, 21004, 21005. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 3. This compact enum-like field behaves like the main profile selector inside the recurring CC ext-data block. Dominant raw values: 1 x25. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[3].Val4,25,1,8,(none),CC ext-data family marker for the slot-local control payload.,Structural,High,138,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","25 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778, 20262, 20263, 21001, 21002, 21003, 21004, 21005. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 3. This field is almost fixed at 8 with a minority 9 variant, so it behaves like a layout-family tag rather than a free scalar. Dominant raw values: 8 x25. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[3].Val6,5,1,4158,(none),CC ext-data reference/link field for the slot-local control payload.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","5 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 3. This field behaves like a branch-local reference slot: some nearby CC branches carry exact RequirementId matches here, while other branches carry identifier-like values instead of scalar payloads. Dominant raw values: 4158 x5. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[3].Val7,21,1,1,(none),CC ext-data payload-B field for the slot-local control payload.,Structural,High,138,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","21 non-zero observation(s) across 586 component row(s); example component ids: 16778, 20262, 20263, 21001, 21002, 21003, 21004, 21005, 21006, 21007, 21008, 21009. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 3. This field behaves like the second profile-specific payload slot and carries the widest scalar-looking values in the recurring CC ext-data block. Dominant raw values: 1 x21. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[4].Val1,5,1,1,(none),CC ext-data branch selector for the slot-local control payload.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","5 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 4. This low-cardinality field splits the dominant CC payload branches and tracks closely with the neighboring Val2, Val3, and Val7 fields. Dominant raw values: 1 x5. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
